name,INWONER,GEM_HH_GR,AV5_HORECA,OAD,median_inc,cluster,level_zip_x,globalChannel_fastfood,globalChannel_other,rating,pc4,level_zip_y,dv
Pizzeria Dolce Pizza,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,0,4.3,4357,1451,OPERATIONAL
De Visbar,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.5,4357,1451,OPERATIONAL
Restaurant Het Badpaviljoen,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.3,4357,1451,OPERATIONAL
Verdi B.V.,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.4,4357,1451,OPERATIONAL
De Domburgsche Bier- en Melksalon,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.5,4357,1451,OPERATIONAL
Brooklyn Beach,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.3,4357,1451,OPERATIONAL
Restaurant China Garden Domburg,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.3,4357,1451,OPERATIONAL
De Roode Leeuw,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.1,4357,1451,OPERATIONAL
Strand90,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,0,4.2,4357,1451,OPERATIONAL
Restaurant de Boterkapel,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.7,4357,1451,OPERATIONAL
Oase Domburg,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.3,4357,1451,OPERATIONAL
High Hill Beach,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.2,4357,1451,OPERATIONAL
Restaurant 't Begin Domburg,1495.0,2.0,75.8,479.0,44700.0,3,1451,0,1,4.3,4357,1451,OPERATIONAL
Dijkpaviljoen De Westkaap B.V.,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.2,4361,1452,OPERATIONAL
Melis Seafood,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.4,4361,1452,OPERATIONAL
Zeeuws Mosselhuis,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.4,4361,1452,CLOSED_PERMANENTLY
Vistaria De fontein,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.4,4361,1452,OPERATIONAL
Chinees Indisch Restaurant Sun Xing Guang,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.0,4361,1452,OPERATIONAL
Restaurant Pannen & Koeken,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.6,4361,1452,OPERATIONAL
Zeevishandel - eterij de kibbeling,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.3,4361,1452,OPERATIONAL
Rixx eten&drinken,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.7,4361,1452,OPERATIONAL
Restaurant de Viking,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,3.6,4361,1452,CLOSED_PERMANENTLY
Paviljoen Zilt & Zo,2590.0,2.2,39.5,471.0,45400.0,1,1452,0,1,4.1,4361,1452,CLOSED_PERMANENTLY
De Fontein,2590.0,2.2,39.5,471.0,45400.0,1,1452,1,0,4.6,4361,1452,OPERATIONAL
Theetuin De Koektrommel,1520.0,2.9,71.9,154.0,34000.0,1,1453,0,0,4.7,4363,1453,OPERATIONAL
Familierestaurant Eetplezier,1520.0,2.9,71.9,154.0,34000.0,1,1453,0,1,3.6,4363,1453,OPERATIONAL
Eetcafé de Gouwe Gheijt,1410.0,2.3,30.900000000000002,161.0,41000.0,3,1454,0,1,4.2,4364,1454,OPERATIONAL
Hof Aan Zee,3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,4.5,4371,1456,CLOSED_TEMPORARILY
Restaurant bij Jules,3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,3.4,4371,1456,OPERATIONAL
Grand Café Blur,3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,3.6,4371,1456,OPERATIONAL
Aziatisch Wok- en Specialiteiten Restaurant \'Oriental Garden\',3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,4.1,4371,1456,OPERATIONAL
Kaapduin,3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,4.2,4371,1456,OPERATIONAL
De Wok Van Walcheren,3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,4.0,4371,1456,CLOSED_TEMPORARILY
Restaurant @Eef,3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,5.0,4371,1456,CLOSED_PERMANENTLY
Fish & Chips Bakkeljauw,3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,4.3,4371,1456,CLOSED_PERMANENTLY
John's Frituurshop,3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,4.4,4371,1456,OPERATIONAL
Eetcafé Pension 'Duinlust',3330.0,2.2,111.2,422.0,34400.0,3,1456,0,1,4.1,4371,1456,OPERATIONAL
Restaurant Valkenisse,860.0,2.2,52.5,111.0,37700.0,3,1457,0,1,3.9,4373,1457,OPERATIONAL
Restaurant Chill,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,1,4.6,4374,1458,OPERATIONAL
Snackbar De Zeeuwsche Mop,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,1,4.3,4374,1458,OPERATIONAL
ZILT51,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,1,4.4,4374,1458,OPERATIONAL
Terras de Slak,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,1,4.2,4374,1458,OPERATIONAL
Ristorante Pizzeria Italia,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,0,3.6,4374,1458,CLOSED_PERMANENTLY
Restaurant ZieZo,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,1,4.4,4374,1458,OPERATIONAL
Il Punto,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,1,4.3,4374,1458,OPERATIONAL
Vistaria 't Harinkje,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,1,4.3,4374,1458,OPERATIONAL
Eetcafé Royal,1640.0,2.2,49.8,379.0,42700.0,1,1458,0,1,4.2,4374,1458,OPERATIONAL
Arsenaal Theater,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.1,4381,1459,OPERATIONAL
The Foodcompany,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,3.9,4381,1459,CLOSED_PERMANENTLY
Lunchcafé La Reine,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.0,4381,1459,OPERATIONAL
Infante,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.1,4381,1459,CLOSED_PERMANENTLY
Wilma's eten & drinken,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.1,4381,1459,OPERATIONAL
Roots,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.5,4381,1459,OPERATIONAL
Lunchroom CityBeanz,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,3.9,4381,1459,OPERATIONAL
Restaurant De Vissershaven,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.0,4381,1459,CLOSED_PERMANENTLY
Nieuw China Garden,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.2,4381,1459,OPERATIONAL
Food Republic Da-Xin,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.0,4381,1459,CLOSED_PERMANENTLY
Kust,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.5,4381,1459,CLOSED_PERMANENTLY
Grand Café - Restaurant De Beurs,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,3.7,4381,1459,CLOSED_PERMANENTLY
"Marcus Coffee, Tea Blends & Lifestyle",7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.9,4381,1459,OPERATIONAL
Café-Restaurant Soif,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.3,4381,1459,OPERATIONAL
Toko Ritesh,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.2,4381,1459,OPERATIONAL
Belgische Loodsensociëteit,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.1,4381,1459,OPERATIONAL
Japanse Cuisine Sake Sushi,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.3,4381,1459,OPERATIONAL
't Hart van,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.2,4381,1459,OPERATIONAL
Touwe Martje,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,3.7,4381,1459,CLOSED_PERMANENTLY
Keurslagerij Gillissen CV,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,3.6,4381,1459,OPERATIONAL
La Bella Cucina,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.8,4381,1459,OPERATIONAL
Mae Thai,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.2,4381,1459,OPERATIONAL
Culi Consult Kookstudio,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.085146853146845,4381,1459,CLOSED_PERMANENTLY
De Horizon,7185.0,1.5,136.4,2418.0,46900.0,1,1459,1,0,4.3,4381,1459,OPERATIONAL
Visamy,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.5,4381,1459,OPERATIONAL
Grieks Restaurant Poseidon,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.2,4381,1459,OPERATIONAL
Albatros,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.3,4381,1459,OPERATIONAL
Brownies&downieS Vlissingen,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.5,4381,1459,CLOSED_PERMANENTLY
De Gevangentoren B.V.,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.0,4381,1459,OPERATIONAL
't Broadmisje,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.0,4381,1459,OPERATIONAL
Lunchcafé Eat & Joy,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.4,4381,1459,OPERATIONAL
Frituur Keizersbolwerk,7185.0,1.5,136.4,2418.0,46900.0,1,1459,1,0,4.2,4381,1459,CLOSED_TEMPORARILY
Pizza Service,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,3.5,4381,1459,OPERATIONAL
Stadscafe de Dighter,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.5,4381,1459,OPERATIONAL
Café-Biljart \'De Concurrent\',7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.1,4381,1459,OPERATIONAL
Café 't Archief,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.3,4381,1459,OPERATIONAL
CineCafé,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.3,4381,1459,OPERATIONAL
1618,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.2,4381,1459,OPERATIONAL
Grieks Hoekje Afhaal-Thuisbezorgd,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,3.6,4381,1459,OPERATIONAL
Restaurant Parkfront,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,3.6,4381,1459,CLOSED_PERMANENTLY
It's Burger,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.3,4381,1459,CLOSED_PERMANENTLY
Cafe Popeye,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.085146853146845,4381,1459,CLOSED_PERMANENTLY
Café \'Vanuus\',7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.3,4381,1459,OPERATIONAL
De Gecroonde Liefde,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.4,4381,1459,OPERATIONAL
Bakker Bart,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.0,4381,1459,OPERATIONAL
Tapperij De Ruyter,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.6,4381,1459,CLOSED_PERMANENTLY
Tripel Blond,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,3.9,4381,1459,OPERATIONAL
King,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,1,4.1,4381,1459,OPERATIONAL
St. Jacobscafe,7185.0,1.5,136.4,2418.0,46900.0,1,1459,0,0,4.6,4381,1459,OPERATIONAL
Station Vlissingen,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,3.8,4382,1460,CLOSED_PERMANENTLY
Amadore Grand Café Next,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,3.8,4382,1460,OPERATIONAL
Zandpaviljoen Pier 7,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,4.4,4382,1460,OPERATIONAL
The Kiosk Vlissingen,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,3.4,4382,1460,OPERATIONAL
Koko,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,0,4.3,4382,1460,OPERATIONAL
Amadore Grand Café Raymondo Vlissingen,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,3.8,4382,1460,CLOSED_PERMANENTLY
Amadore Café Restaurant Stefano's,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,3.5,4382,1460,CLOSED_PERMANENTLY
Eetcafé de Klip,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,3.9,4382,1460,OPERATIONAL
De Schelp,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,4.085146853146845,4382,1460,CLOSED_PERMANENTLY
Waterfront,8290.0,1.8,145.0,2567.0,36800.0,2,1460,0,1,4.0,4382,1460,OPERATIONAL
't Smoske,8290.0,1.8,145.0,2567.0,36800.0,2,1460,1,0,4.4,4382,1460,OPERATIONAL
Foodmaster Vlissingen,5535.0,2.1,148.0,1337.0,42000.0,2,1462,1,0,4.4,4384,1462,OPERATIONAL
De Lange Muur,5535.0,2.1,148.0,1337.0,42000.0,2,1462,0,1,4.3,4384,1462,OPERATIONAL
Cafetaria \'De Papegaai\',3605.0,2.4,187.7,1329.0,38500.0,1,1464,0,0,4.4,4386,1464,OPERATIONAL
Pizzeria La Gonda,10225.0,2.2,218.9,1565.0,38600.0,1,1466,0,0,3.9,4388,1466,OPERATIONAL
Snackbar City,10225.0,2.2,218.9,1565.0,38600.0,1,1466,0,1,4.1,4388,1466,OPERATIONAL
Indisch Restaurant Bandoeng,10225.0,2.2,218.9,1565.0,38600.0,1,1466,0,1,4.4,4388,1466,OPERATIONAL
V.o.f. Cafetaria De Draaibrug,10225.0,2.2,218.9,1565.0,38600.0,1,1466,0,0,4.5,4388,1466,CLOSED_PERMANENTLY
Happy Garden,10225.0,2.2,218.9,1565.0,38600.0,1,1466,0,1,4.4,4388,1466,OPERATIONAL
de Ambacht,10225.0,2.2,218.9,1565.0,38600.0,1,1466,1,0,4.4,4388,1466,OPERATIONAL
Oesterproeverij Pekaar,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.5,4401,1468,OPERATIONAL
Nolet's Vistro,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.5,4401,1468,OPERATIONAL
Ticho,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,0,4.6,4401,1468,OPERATIONAL
Oesterbeurs,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.7,4401,1468,OPERATIONAL
Oesters & Bubbels,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.5,4401,1468,OPERATIONAL
De Viskêête,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.2,4401,1468,OPERATIONAL
Café/restaurant De Kruik,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.2,4401,1468,OPERATIONAL
Restaurant De Branding,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.3,4401,1468,CLOSED_TEMPORARILY
‘t Hoekje van Yerseke,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.3,4401,1468,CLOSED_PERMANENTLY
Cafe-Restaurant 't Anker,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.4,4401,1468,OPERATIONAL
Oesterij,6935.0,2.4,17.2,797.0,35400.0,1,1468,0,1,4.6,4401,1468,OPERATIONAL
Frituur Rilland,3185.0,2.1,5.799999999999999,294.0,40800.0,1,1469,0,1,4.2,4411,1469,CLOSED_PERMANENTLY
Shell,3185.0,2.1,5.799999999999999,294.0,40800.0,1,1469,0,1,4.2,4411,1469,OPERATIONAL
Stationskoffiehuis,4330.0,2.7,4.4,497.0,34400.0,3,1470,0,1,4.0,4413,1470,OPERATIONAL
Eetcafe & Cafetaria \'De Krab\',4330.0,2.7,4.4,497.0,34400.0,3,1470,0,1,4.3,4413,1470,OPERATIONAL
Inter Scaldes,4495.0,2.6,4.5,480.0,46600.0,2,1473,0,1,4.8,4416,1473,OPERATIONAL
Ons Dorpshuis Kruiningen,4495.0,2.6,4.5,480.0,46600.0,2,1473,0,1,3.8,4416,1473,OPERATIONAL
Pizzeria Grillroom Casa-mia,9265.0,2.5,15.2,749.0,39100.0,2,1475,0,0,3.9,4421,1475,OPERATIONAL
Plaza De Pauw,9265.0,2.5,15.2,749.0,39100.0,2,1475,0,1,3.8,4421,1475,OPERATIONAL
Dorpshuis de Vroone,9265.0,2.5,15.2,749.0,39100.0,2,1475,0,1,4.1,4421,1475,OPERATIONAL
Cafe De Herberg,9265.0,2.5,15.2,749.0,39100.0,2,1475,0,0,4.4,4421,1475,OPERATIONAL
Restaurant De Oude Sluis,3020.0,2.2,18.9,469.0,37800.0,2,1477,0,1,4.6,4424,1477,OPERATIONAL
Bobby's Cafe Restaurant,3020.0,2.2,18.9,469.0,37800.0,2,1477,0,1,4.4,4424,1477,OPERATIONAL
Club Casco - eten&drinken,3020.0,2.2,18.9,469.0,37800.0,2,1477,0,1,4.2,4424,1477,OPERATIONAL
Saigon Asian,3020.0,2.2,18.9,469.0,37800.0,2,1477,0,1,3.3,4424,1477,CLOSED_PERMANENTLY
Thong Thai,3020.0,2.2,18.9,469.0,37800.0,2,1477,0,1,4.5,4424,1477,OPERATIONAL
Aziatisch Restaurant Paradijsvogel,4675.0,2.7,10.2,484.0,39400.0,1,1478,0,1,4.2,4431,1478,OPERATIONAL
Surf et Turf,710.0,2.4,12.600000000000001,94.0,39400.0,3,1479,0,1,4.2,4433,1479,OPERATIONAL
Tapperij 's Lands Welvaren,950.0,2.1,14.200000000000001,115.0,41000.0,3,1480,0,0,4.6,4434,1480,OPERATIONAL
De Kleine Toren van Baarland,625.0,2.5,11.0,58.0,29200.0,1,1481,0,1,4.7,4435,1481,OPERATIONAL
Eet- en Fietscafé Baarland,625.0,2.5,11.0,58.0,29200.0,1,1481,0,1,4.2,4435,1481,OPERATIONAL
Café de Zak,1180.0,2.1,9.1,151.0,63400.0,3,1485,0,0,4.4,4441,1485,OPERATIONAL
Restaurant SamSam,5525.0,2.3,12.7,574.0,45000.0,3,1488,0,1,4.2,4451,1488,CLOSED_PERMANENTLY
Schaapskooi Schaap En Zo,5525.0,2.3,12.7,574.0,45000.0,3,1488,0,0,3.8,4451,1488,OPERATIONAL
café de ballentent,5525.0,2.3,12.7,574.0,45000.0,3,1488,0,0,4.7,4451,1488,CLOSED_PERMANENTLY
De Bounty,1430.0,2.7,5.5,160.0,43900.0,2,1490,0,1,4.2,4454,1490,OPERATIONAL
Partycentrum Restaurant Landlust,1220.0,2.4,13.0,139.0,38115.6746031746,1,1491,0,1,4.3,4455,1491,OPERATIONAL
Klok'uus,1630.0,2.3,18.8,163.0,39100.0,3,1493,0,1,4.4,4458,1493,OPERATIONAL
Chinees-Indisch Restaurant Nian Hao,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.263829223017799,4461,1494,OPERATIONAL
Snackbar Familie(big snack),11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.3,4461,1494,OPERATIONAL
Tapasbar Segundo,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.4,4461,1494,OPERATIONAL
Restaurant Goes - De Kluizenaer,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.6,4461,1494,OPERATIONAL
The Saloon Café,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,0,4.2,4461,1494,CLOSED_PERMANENTLY
Snackbar Grote Markt,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.5,4461,1494,OPERATIONAL
Cafe National,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,0,4.5,4461,1494,OPERATIONAL
Restaurant De Nieuwe Stadsschuur,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.2,4461,1494,CLOSED_PERMANENTLY
Samen happerij & tapperij,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.2,4461,1494,CLOSED_PERMANENTLY
Konya Sushi,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.3,4461,1494,OPERATIONAL
Grand Café De Smederij,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.2,4461,1494,OPERATIONAL
Restaurant AMUZ,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.5,4461,1494,CLOSED_PERMANENTLY
Saloniki,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,3.7,4461,1494,OPERATIONAL
Eetmosfeer Het Elfde Gebod,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.6,4461,1494,OPERATIONAL
Eet- en koffiehuis 't Geveltje,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,0,4.5,4461,1494,OPERATIONAL
Jan Rijk Onroerend Goed,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.085146853146845,4461,1494,CLOSED_PERMANENTLY
Rio Santa,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,3.8,4461,1494,OPERATIONAL
De Landbouw,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.2,4461,1494,OPERATIONAL
Grieks restaurant Rhodos,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.4,4461,1494,OPERATIONAL
Slot Oostende,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.3,4461,1494,OPERATIONAL
Cafe Matisse,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,0,4.3,4461,1494,CLOSED_PERMANENTLY
Amadore Café Restaurant Het Postkantoor,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,3.8,4461,1494,OPERATIONAL
Lunchcafé Stadhuis,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.4,4461,1494,OPERATIONAL
De Smederij,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.3,4461,1494,OPERATIONAL
Het Binnenhof,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.6,4461,1494,OPERATIONAL
Wendy's,11235.0,1.8,100.9,1965.0,32700.0,2,1494,1,0,3.7,4461,1494,OPERATIONAL
IVY Club & Lounge,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,0,4.8,4461,1494,CLOSED_PERMANENTLY
De Snor B.V.,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,0,4.4,4461,1494,OPERATIONAL
bij Tessa,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.0,4461,1494,CLOSED_PERMANENTLY
Kookstudio & Restaurant de Witte Lelie,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.4,4461,1494,OPERATIONAL
Café La Strada - Eric's Bar,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,0,4.6,4461,1494,OPERATIONAL
Snackpoint De Gans,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,3.4,4461,1494,OPERATIONAL
Kookclub Bodega,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.6,4461,1494,OPERATIONAL
Taart & Tafel,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.2,4461,1494,OPERATIONAL
Kippie Goes,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.5,4461,1494,OPERATIONAL
De Werelt,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.2,4461,1494,OPERATIONAL
32 Eten & Drinken,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.3,4461,1494,OPERATIONAL
Koffiecafé Koek,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,0,2.9,4461,1494,CLOSED_PERMANENTLY
de Goese kade,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.7,4461,1494,CLOSED_PERMANENTLY
Croissanterie Daily's,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.6,4461,1494,OPERATIONAL
Koi,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.3,4461,1494,OPERATIONAL
De Ereburger,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.4,4461,1494,CLOSED_PERMANENTLY
Restaurant Hector Goes,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.3,4461,1494,OPERATIONAL
De IJswinckel Goes,11235.0,1.8,100.9,1965.0,32700.0,2,1494,0,1,4.5,4461,1494,OPERATIONAL
Cafetaria Viola,6645.0,2.0,102.19999999999999,1495.0,33200.0,2,1495,0,0,4.3,4462,1495,OPERATIONAL
Snackbar 't Hapje,6645.0,2.0,102.19999999999999,1495.0,33200.0,2,1495,0,0,4.0,4462,1495,OPERATIONAL
Restaurant Meliefste,2245.0,2.3,12.6,214.0,35800.0,3,1499,0,1,4.9,4471,1499,OPERATIONAL
Restaurant Paviljoen \'De Meerkoet\',2245.0,2.3,12.6,214.0,35800.0,3,1499,0,1,4.0,4471,1499,OPERATIONAL
KREEKES FISH & RESTO,2245.0,2.3,12.6,214.0,35800.0,3,1499,0,1,4.5,4471,1499,OPERATIONAL
Snack Bar De Veerhoeve,2245.0,2.3,12.6,214.0,35800.0,3,1499,0,0,3.8,4471,1499,CLOSED_PERMANENTLY
Café Restaurant De Oranjeboom,1150.0,2.5,100.9,270.0,36900.0,3,1500,0,1,4.2,4472,1500,OPERATIONAL
't Loze Vissertje,810.0,2.5,98.0,150.0,31700.0,1,1502,0,1,3.8,4475,1502,CLOSED_PERMANENTLY
Over de Kook,810.0,2.5,98.0,150.0,31700.0,1,1502,0,1,4.3,4475,1502,OPERATIONAL
Sas 1,810.0,2.5,98.0,150.0,31700.0,1,1502,0,1,3.9,4475,1502,OPERATIONAL
Grand Café De Loods,1825.0,2.1,12.3,311.0,33500.0,3,1505,0,1,4.2,4484,1505,OPERATIONAL
Eeterij Iets Anders,1825.0,2.1,12.3,311.0,33500.0,3,1505,0,1,4.6,4484,1505,OPERATIONAL
Restaurant DEKX,1825.0,2.1,12.3,311.0,33500.0,3,1505,0,1,4.4,4484,1505,CLOSED_PERMANENTLY
Grand Café De Paardekreek,1825.0,2.1,12.3,311.0,33500.0,3,1505,0,1,4.2,4484,1505,OPERATIONAL
Café-Restaurant 'Graaf Van Buren',1825.0,2.1,12.3,311.0,33500.0,3,1505,0,1,4.1,4484,1505,OPERATIONAL
De Waardin,1825.0,2.1,12.3,311.0,33500.0,3,1505,0,1,4.2,4484,1505,OPERATIONAL
De Zeeuwse Rozentuin,440.0,2.1,4.1,63.0,32400.0,1,1506,0,1,4.1,4485,1506,OPERATIONAL
De Katse Kaai,440.0,2.1,4.1,63.0,32400.0,1,1506,0,1,3.9,4485,1506,CLOSED_PERMANENTLY
Eetcafe De Vismijn,1575.0,2.0,11.1,301.0,36400.0,2,1507,0,1,4.2,4486,1507,OPERATIONAL
Visspecialiteitenrestaurant De Schelde,1575.0,2.0,11.1,301.0,36400.0,2,1507,0,1,4.0,4486,1507,OPERATIONAL
