pc4,INWONER,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW,OAD,P_LINK_HH,P_HINK_HH,AV5_CAFE,AV5_CAFTAR,AV5_HOTEL,AV5_RESTAU,median_inc
6461,8185.0,905.0,680.0,1585.0,2355.0,2660.0,70.0,20.0,10.0,1.8,1055.0,2460.0,57.9,8.4,62.9,70.0,8.0,49.1,24800.0
6462,6985.0,935.0,645.0,1625.0,2310.0,1470.0,60.0,40.0,10.0,2.0,1015.0,2008.0,37.8,13.7,70.2,77.1,8.0,60.3,24800.0
6463,5200.0,610.0,470.0,1055.0,1600.0,1465.0,70.0,20.0,10.0,1.8,990.0,2004.0,38.3,22.6,63.3,59.2,7.3,41.2,24400.0
6464,4175.0,510.0,340.0,985.0,1430.0,910.0,70.0,30.0,0.0,2.0,515.0,1177.0,43.0,7.5,72.7,82.7,7.0,46.5,33000.0
6465,2065.0,285.0,175.0,510.0,625.0,470.0,60.0,30.0,10.0,2.1,240.0,908.0,45.2,11.6,60.1,69.3,5.9,41.1,35200.0
6466,7580.0,940.0,735.0,1585.0,2530.0,1790.0,70.0,20.0,10.0,2.0,1240.0,1537.0,63.1,8.3,117.9,142.6,15.3,179.0,38800.0
6467,4795.0,600.0,425.0,1040.0,1505.0,1230.0,80.0,20.0,0.0,2.1,465.0,1767.0,61.3,10.0,121.0,147.3,14.8,184.0,31100.0
6468,265.0,35.0,35.0,45.0,95.0,60.0,80.0,20.0,10.0,2.2,15.0,813.0,18.6,38.6,15.4,18.2,2.9,31.7,36200.0
6469,590.0,70.0,55.0,140.0,220.0,100.0,70.0,20.0,10.0,2.0,65.0,703.0,49.4,19.6,118.1,144.5,18.1,182.6,60100.0
6471,5800.0,720.0,510.0,1300.0,1865.0,1405.0,70.0,20.0,10.0,2.0,710.0,1046.0,40.4,26.4,117.3,140.4,18.3,180.8,35000.0
6511,10380.0,290.0,3185.0,4120.0,1725.0,1060.0,80.0,10.0,10.0,1.3,990.0,3693.0,50.2,20.6,117.3,142.0,18.4,178.9,35400.0
6512,5760.0,335.0,1780.0,2085.0,1105.0,455.0,80.0,10.0,10.0,1.3,500.0,4258.0,52.0,21.2,120.2,148.0,17.2,187.0,33600.0
6515,8090.0,2415.0,760.0,2805.0,1810.0,295.0,80.0,10.0,10.0,2.8,420.0,830.0,44.9,22.7,118.0,147.4,16.3,183.2,35100.0
6521,6610.0,615.0,1715.0,1955.0,1550.0,775.0,80.0,10.0,10.0,1.5,475.0,3562.0,42.3,23.5,122.5,153.1,13.8,187.2,33200.0
6522,4790.0,400.0,870.0,960.0,1245.0,1315.0,80.0,10.0,0.0,1.7,315.0,2411.0,50.1,15.9,120.7,156.8,12.6,184.6,
6523,8015.0,935.0,1340.0,1590.0,2395.0,1755.0,80.0,10.0,10.0,1.7,790.0,2100.0,54.5,13.5,115.6,150.0,12.1,175.6,36200.0
6524,7590.0,635.0,2420.0,2090.0,1330.0,1115.0,80.0,10.0,10.0,1.5,320.0,3766.0,65.2,9.1,46.0,80.5,4.4,70.6,
6525,9500.0,865.0,2675.0,2220.0,1985.0,1755.0,80.0,20.0,10.0,1.6,535.0,1455.0,67.2,3.9,35.2,67.7,3.8,54.9,34200.0
6531,10580.0,1645.0,1950.0,2770.0,2660.0,1555.0,80.0,10.0,10.0,2.0,1010.0,3120.0,39.5,20.5,14.1,32.5,1.7,23.1,37700.0
6532,5780.0,725.0,845.0,1785.0,1455.0,965.0,80.0,10.0,10.0,1.8,570.0,2304.0,59.1,6.7,16.2,34.4,2.8,27.7,42400.0
6533,11230.0,1545.0,1690.0,2805.0,3195.0,1995.0,80.0,10.0,10.0,1.8,1295.0,2222.0,56.7,6.4,20.2,44.7,2.7,32.1,43100.0
6534,3335.0,285.0,790.0,950.0,695.0,610.0,60.0,20.0,10.0,1.5,545.0,2132.0,57.8,11.8,118.1,141.8,13.5,175.9,44300.0
6535,7185.0,955.0,915.0,1915.0,1810.0,1585.0,60.0,10.0,20.0,1.8,1285.0,2011.0,53.1,12.6,123.3,154.0,13.8,187.6,37800.0
6536,3555.0,540.0,345.0,740.0,860.0,1065.0,80.0,10.0,10.0,2.1,205.0,1512.0,55.0,13.5,122.1,158.4,12.5,186.2,47500.0
6537,9355.0,1525.0,1190.0,2375.0,2435.0,1835.0,60.0,10.0,30.0,2.0,1475.0,1913.0,61.0,6.9,112.8,147.6,10.4,152.0,43800.0
6538,9280.0,1305.0,1000.0,2430.0,2460.0,2085.0,60.0,10.0,20.0,1.9,1380.0,2194.0,41.3,13.9,14.6,32.6,2.4,26.3,34400.0
6541,9270.0,1030.0,1460.0,3350.0,2205.0,1225.0,80.0,10.0,10.0,1.7,1260.0,2797.0,38.9,14.5,10.8,26.9,1.5,23.1,41500.0
6542,7380.0,1035.0,1300.0,2265.0,1720.0,1065.0,70.0,10.0,20.0,1.8,930.0,3432.0,30.9,18.7,97.5,121.1,9.6,135.1,41400.0
6543,7545.0,950.0,1320.0,2245.0,1740.0,1295.0,70.0,10.0,10.0,1.7,895.0,2409.0,46.1,16.7,12.6,16.4,6.3,18.8,38400.0
6544,5675.0,890.0,895.0,1450.0,1425.0,1015.0,50.0,10.0,30.0,2.0,880.0,2145.0,38.3,19.8,12.9,15.1,4.7,16.4,40500.0
6545,5320.0,790.0,720.0,1365.0,1560.0,885.0,70.0,10.0,20.0,2.1,640.0,1926.0,18.2,52.4,111.4,136.5,17.0,171.4,32300.0
6546,9315.0,1600.0,1200.0,2465.0,3020.0,1030.0,70.0,10.0,20.0,2.3,1075.0,1291.0,39.4,15.8,4.1,4.0,1.0,5.0,37900.0
6551,2480.0,350.0,245.0,540.0,785.0,560.0,90.0,10.0,0.0,2.3,165.0,387.0,40.5,25.6,71.3,85.9,14.6,124.5,40200.0
6561,6265.0,740.0,735.0,1310.0,1815.0,1660.0,80.0,10.0,0.0,2.1,830.0,795.0,39.0,17.4,62.0,73.2,14.1,112.2,48900.0
6562,10460.0,1465.0,1185.0,2180.0,3375.0,2255.0,90.0,10.0,0.0,2.3,890.0,849.0,40.1,23.3,24.7,34.9,11.5,65.0,41000.0
6564,820.0,140.0,90.0,110.0,260.0,225.0,80.0,10.0,0.0,2.4,30.0,535.0,42.0,27.3,107.8,125.5,18.3,169.9,48900.0
6566,5840.0,780.0,670.0,1125.0,1985.0,1275.0,80.0,10.0,0.0,2.2,495.0,635.0,,,11.2,16.3,9.0,23.3,42500.0
6571,1945.0,255.0,190.0,355.0,615.0,530.0,80.0,10.0,10.0,2.0,145.0,418.0,36.6,18.3,3.7,6.2,6.0,9.2,44400.0
6572,490.0,25.0,40.0,65.0,130.0,230.0,80.0,10.0,0.0,1.5,25.0,446.0,,,1.4,2.3,3.6,3.1,49600.0
6573,3645.0,520.0,365.0,660.0,1110.0,995.0,80.0,10.0,0.0,2.1,240.0,569.0,39.0,19.2,1.0,1.0,0.2,1.2,
6574,485.0,80.0,65.0,90.0,155.0,95.0,80.0,10.0,0.0,1.8,35.0,673.0,32.0,24.4,5.0,5.0,1.0,5.0,46500.0
6575,100.0,5.0,25.0,10.0,35.0,25.0,90.0,10.0,,2.4,10.0,75.0,29.5,28.7,12.0,24.4,2.4,18.9,46400.0
6576,2435.0,340.0,255.0,460.0,725.0,660.0,90.0,10.0,0.0,2.2,155.0,275.0,32.4,26.5,5.9,13.1,3.0,12.1,37600.0
6577,155.0,25.0,20.0,25.0,60.0,30.0,90.0,10.0,,2.4,5.0,74.0,25.5,32.3,14.4,22.0,4.4,23.4,36600.0
6578,1680.0,260.0,185.0,330.0,520.0,385.0,90.0,10.0,0.0,2.2,115.0,232.0,34.9,25.1,19.0,30.0,4.1,37.3,40100.0
6579,480.0,35.0,55.0,65.0,215.0,110.0,90.0,10.0,,2.1,35.0,72.0,25.9,33.8,13.3,17.2,1.3,25.6,39700.0
6581,11340.0,1635.0,1365.0,1935.0,3620.0,2790.0,80.0,10.0,10.0,2.3,800.0,1034.0,27.4,26.3,15.2,21.8,0.3,29.7,46500.0
6582,1720.0,295.0,210.0,385.0,540.0,290.0,90.0,10.0,0.0,2.4,90.0,286.0,40.6,15.2,10.6,18.0,2.0,13.6,44100.0
6584,3680.0,550.0,440.0,590.0,1200.0,900.0,90.0,10.0,0.0,2.3,190.0,562.0,30.3,23.3,11.1,17.3,1.8,12.9,45700.0
6585,2980.0,325.0,300.0,465.0,1010.0,880.0,80.0,10.0,0.0,2.0,225.0,391.0,27.6,24.1,7.0,17.8,1.0,19.7,41400.0
6586,285.0,25.0,25.0,35.0,105.0,95.0,90.0,10.0,,2.1,10.0,88.0,32.9,19.2,6.4,12.6,2.5,10.9,36200.0
6587,860.0,90.0,105.0,135.0,325.0,200.0,90.0,10.0,0.0,2.3,50.0,124.0,27.6,20.4,6.0,10.8,0.8,6.6,54000.0
6591,9190.0,1420.0,900.0,1990.0,2775.0,2105.0,80.0,10.0,10.0,2.2,1085.0,950.0,44.0,13.7,7.1,22.6,2.0,22.3,39000.0
6595,2260.0,340.0,310.0,430.0,750.0,435.0,90.0,10.0,0.0,2.4,165.0,517.0,34.2,23.5,6.9,23.3,2.0,23.6,39500.0
6596,2770.0,385.0,280.0,510.0,895.0,700.0,90.0,10.0,0.0,2.3,165.0,276.0,34.2,27.3,8.3,28.1,1.3,26.6,35300.0
6598,2040.0,310.0,220.0,370.0,655.0,485.0,90.0,10.0,0.0,2.3,120.0,267.0,18.4,33.8,8.1,26.9,1.7,26.6,52900.0
6599,805.0,105.0,90.0,130.0,290.0,190.0,90.0,10.0,0.0,2.4,55.0,76.0,30.8,23.6,7.6,24.4,2.0,25.1,33900.0
6601,10475.0,1530.0,1080.0,2250.0,2970.0,2645.0,80.0,10.0,10.0,2.2,1035.0,1699.0,22.6,35.8,4.6,13.0,2.0,14.5,42300.0
6602,6340.0,780.0,655.0,1055.0,1745.0,2100.0,90.0,10.0,0.0,2.1,420.0,1853.0,28.3,30.1,1.5,4.0,1.0,4.0,43600.0
6603,4540.0,820.0,485.0,1035.0,1300.0,905.0,90.0,10.0,0.0,2.4,290.0,479.0,28.3,32.3,8.1,17.1,1.9,20.6,39600.0
6604,4070.0,635.0,640.0,810.0,1465.0,520.0,90.0,10.0,0.0,2.6,185.0,670.0,19.8,35.6,6.5,22.4,1.2,24.4,35300.0
6605,10920.0,1895.0,1300.0,2660.0,3665.0,1395.0,80.0,10.0,10.0,2.3,910.0,1287.0,,,4.5,17.1,1.2,16.8,39600.0
6606,415.0,55.0,45.0,80.0,150.0,85.0,100.0,0.0,,2.5,15.0,93.0,21.8,29.9,2.2,4.5,0.7,6.0,38500.0
6611,2605.0,360.0,275.0,465.0,825.0,685.0,90.0,0.0,0.0,2.3,150.0,249.0,24.6,30.6,3.4,2.0,0.0,4.0,44300.0
6612,815.0,130.0,100.0,160.0,280.0,150.0,90.0,10.0,0.0,2.5,45.0,107.0,35.5,24.1,4.6,3.9,0.8,3.0,43100.0
6613,715.0,115.0,95.0,125.0,255.0,120.0,100.0,0.0,,2.7,25.0,110.0,37.9,17.5,4.1,2.2,0.9,2.4,41700.0
6615,135.0,20.0,20.0,15.0,55.0,30.0,90.0,10.0,,2.4,,178.0,33.3,23.5,3.8,6.4,0.2,5.5,42500.0
6616,905.0,120.0,135.0,165.0,305.0,180.0,90.0,0.0,0.0,2.5,45.0,116.0,33.8,24.2,4.0,2.5,3.0,8.1,42500.0
6617,1790.0,285.0,240.0,305.0,580.0,380.0,90.0,0.0,0.0,2.5,65.0,173.0,23.0,29.9,4.5,3.3,3.0,8.3,37900.0
6621,3460.0,525.0,395.0,685.0,1105.0,750.0,90.0,10.0,0.0,2.3,210.0,307.0,28.2,28.2,3.1,2.0,2.5,6.4,38100.0
6624,1345.0,220.0,150.0,295.0,445.0,235.0,80.0,20.0,0.0,2.3,85.0,175.0,25.4,30.3,3.6,10.7,1.0,3.2,
6626,1660.0,205.0,200.0,360.0,585.0,305.0,90.0,10.0,0.0,2.3,95.0,137.0,28.1,24.8,1.5,1.5,0.1,2.1,40400.0
6627,1355.0,185.0,145.0,275.0,490.0,255.0,90.0,10.0,0.0,2.3,85.0,136.0,37.5,18.8,5.7,19.6,1.0,14.5,42900.0
6628,550.0,95.0,60.0,110.0,190.0,95.0,90.0,10.0,0.0,2.6,25.0,57.0,14.7,42.9,5.8,20.6,1.0,15.1,42500.0
6629,805.0,95.0,90.0,125.0,335.0,155.0,90.0,10.0,0.0,2.3,50.0,85.0,32.8,22.2,5.3,15.5,1.0,13.6,
6631,1620.0,240.0,215.0,295.0,575.0,290.0,100.0,0.0,0.0,2.5,80.0,147.0,35.0,25.9,6.0,4.6,1.0,5.3,37900.0
6634,635.0,100.0,75.0,110.0,230.0,125.0,90.0,0.0,,2.4,35.0,87.0,38.9,17.0,5.6,20.0,1.0,9.8,38000.0
6641,12780.0,1805.0,1430.0,2795.0,4145.0,2600.0,80.0,10.0,10.0,2.2,1090.0,1404.0,14.3,39.2,5.1,19.3,1.0,10.4,41400.0
6642,4680.0,825.0,635.0,905.0,1715.0,605.0,90.0,10.0,0.0,2.6,220.0,995.0,41.1,18.4,5.2,11.9,1.0,7.5,
6644,3990.0,690.0,440.0,980.0,1170.0,710.0,90.0,10.0,0.0,2.4,235.0,443.0,32.4,29.5,6.5,18.5,1.0,9.8,38500.0
6645,1950.0,240.0,225.0,350.0,655.0,480.0,90.0,10.0,0.0,2.4,100.0,207.0,29.1,30.5,5.0,20.0,1.0,11.5,38700.0
6651,10045.0,1475.0,1130.0,2315.0,2990.0,2135.0,80.0,10.0,10.0,2.2,990.0,1050.0,32.2,21.2,5.7,19.1,1.8,12.3,40300.0
6652,2405.0,525.0,335.0,520.0,815.0,210.0,90.0,10.0,10.0,2.8,110.0,964.0,39.9,19.6,4.5,9.0,2.0,7.0,35700.0
6653,1760.0,245.0,160.0,415.0,570.0,375.0,90.0,10.0,0.0,2.2,135.0,249.0,33.2,24.2,4.5,6.9,2.2,5.1,12700.0
6654,1670.0,260.0,240.0,305.0,540.0,325.0,90.0,0.0,0.0,2.5,100.0,217.0,36.1,23.9,5.0,15.2,2.0,18.9,25200.0
6655,1300.0,195.0,155.0,255.0,455.0,235.0,90.0,10.0,0.0,2.4,80.0,690.0,26.1,28.4,5.2,11.7,2.0,16.1,39100.0
6657,2230.0,345.0,290.0,435.0,760.0,400.0,90.0,10.0,0.0,2.4,140.0,264.0,29.4,29.1,90.6,95.8,10.2,143.2,34300.0
6658,6565.0,900.0,685.0,1425.0,1965.0,1590.0,90.0,0.0,0.0,2.2,440.0,755.0,29.5,23.7,3.0,6.8,0.0,4.0,62300.0
6659,2450.0,395.0,285.0,545.0,805.0,420.0,90.0,0.0,0.0,2.3,175.0,251.0,27.2,25.1,2.0,4.3,0.0,2.8,27400.0
6661,12475.0,2545.0,1240.0,2885.0,3260.0,2550.0,80.0,10.0,10.0,2.4,855.0,1265.0,28.2,25.8,14.1,29.7,2.1,33.4,23200.0
6662,9685.0,1455.0,1255.0,1995.0,3290.0,1690.0,90.0,10.0,0.0,2.4,650.0,1080.0,34.8,23.6,1.3,4.4,0.0,6.0,28200.0
6663,11180.0,2925.0,1000.0,3760.0,2405.0,1090.0,80.0,10.0,10.0,2.5,640.0,1066.0,33.8,21.5,3.0,8.2,0.0,9.0,6200.0
6665,4345.0,835.0,485.0,1065.0,1245.0,715.0,90.0,10.0,0.0,2.5,250.0,481.0,,,2.8,8.5,0.0,10.2,32700.0
6666,5005.0,830.0,630.0,1020.0,1575.0,955.0,90.0,10.0,0.0,2.4,295.0,544.0,30.7,24.9,3.0,8.0,0.0,9.3,37200.0
6668,1455.0,300.0,190.0,295.0,450.0,220.0,90.0,0.0,0.0,2.7,75.0,128.0,29.5,25.7,3.6,8.5,0.0,8.6,31300.0
6669,4440.0,745.0,620.0,935.0,1300.0,840.0,90.0,10.0,0.0,2.5,235.0,378.0,27.6,27.8,6.0,11.7,1.9,10.5,30600.0
6671,4945.0,815.0,645.0,960.0,1415.0,1110.0,90.0,10.0,10.0,2.3,305.0,626.0,,,2.5,7.1,0.6,5.5,37100.0
6672,175.0,25.0,15.0,35.0,55.0,45.0,90.0,10.0,0.0,2.3,20.0,244.0,38.5,22.0,2.0,3.9,0.0,3.0,44500.0
6673,1615.0,255.0,220.0,340.0,505.0,300.0,90.0,0.0,0.0,2.4,110.0,407.0,33.2,21.0,2.9,5.0,1.1,5.8,33000.0
6674,3105.0,525.0,365.0,685.0,895.0,640.0,90.0,0.0,0.0,2.5,140.0,402.0,29.9,25.8,5.6,11.3,0.3,9.8,47100.0
6675,1820.0,270.0,235.0,410.0,605.0,295.0,90.0,0.0,0.0,2.4,105.0,231.0,,,6.4,13.6,1.2,13.1,41700.0
6676,70.0,,10.0,10.0,30.0,15.0,100.0,,,2.3,,15.0,35.7,21.8,7.3,13.0,0.0,7.4,45000.0
6677,475.0,75.0,65.0,75.0,165.0,95.0,90.0,10.0,0.0,2.4,30.0,53.0,32.5,23.7,7.7,6.6,1.0,4.0,43300.0
6678,2370.0,345.0,270.0,430.0,805.0,515.0,90.0,10.0,0.0,2.2,170.0,551.0,31.1,24.5,9.3,10.7,1.0,15.0,40400.0
6681,12210.0,2010.0,1385.0,2420.0,3840.0,2560.0,90.0,10.0,0.0,2.4,700.0,923.0,37.3,19.3,7.3,6.5,0.8,4.1,43100.0
6684,125.0,20.0,20.0,30.0,40.0,15.0,90.0,10.0,,3.0,,188.0,55.0,14.0,20.8,39.2,3.9,47.4,43400.0
6685,2045.0,365.0,260.0,435.0,675.0,315.0,90.0,10.0,0.0,2.5,145.0,365.0,57.1,6.9,18.8,35.7,3.7,41.6,35000.0
6686,2750.0,370.0,360.0,490.0,920.0,610.0,90.0,10.0,0.0,2.4,175.0,291.0,28.8,33.7,21.6,45.2,4.0,51.9,20500.0
6687,2830.0,430.0,395.0,515.0,875.0,615.0,90.0,0.0,0.0,2.5,160.0,294.0,41.7,33.1,23.0,44.6,5.3,51.4,31700.0
6691,7215.0,1090.0,905.0,1360.0,2205.0,1650.0,90.0,10.0,0.0,2.4,525.0,671.0,9.9,55.9,23.9,47.6,5.7,52.5,46100.0
6701,3660.0,240.0,1300.0,1000.0,590.0,530.0,80.0,20.0,10.0,1.4,175.0,2232.0,42.7,15.6,22.7,45.1,4.0,51.4,35700.0
6702,2565.0,255.0,465.0,830.0,475.0,545.0,70.0,10.0,20.0,1.6,270.0,1589.0,64.7,7.6,22.1,40.7,4.0,48.0,35300.0
6703,2780.0,305.0,520.0,475.0,720.0,760.0,80.0,20.0,10.0,1.8,135.0,1415.0,38.4,21.6,22.1,38.4,3.6,45.7,40800.0
6704,735.0,85.0,95.0,75.0,200.0,285.0,90.0,10.0,0.0,2.1,25.0,549.0,48.6,20.1,19.3,36.0,3.6,41.8,29300.0
6705,1225.0,150.0,125.0,100.0,450.0,405.0,90.0,10.0,0.0,2.3,35.0,263.0,42.0,18.2,27.5,50.3,4.0,63.3,22900.0
6706,5375.0,710.0,1085.0,1585.0,1200.0,790.0,70.0,10.0,10.0,1.8,315.0,1993.0,34.6,20.3,24.6,49.0,4.9,59.8,24700.0
6707,5065.0,630.0,775.0,1340.0,1170.0,1150.0,80.0,10.0,10.0,1.7,570.0,2977.0,44.7,14.2,27.7,51.5,4.0,61.7,34000.0
6708,13710.0,1935.0,2890.0,3620.0,3550.0,1715.0,70.0,10.0,20.0,1.8,875.0,2008.0,45.7,8.7,24.2,49.1,4.8,59.4,26900.0
6709,3660.0,520.0,1490.0,1295.0,280.0,80.0,70.0,20.0,20.0,1.5,90.0,1678.0,34.0,17.6,23.9,49.5,3.6,57.5,23200.0
6711,10550.0,1175.0,1255.0,2485.0,2770.0,2865.0,90.0,10.0,0.0,1.8,770.0,1925.0,21.2,26.2,27.0,44.6,2.9,54.9,22800.0
6712,5285.0,850.0,670.0,1155.0,1460.0,1145.0,90.0,10.0,10.0,2.3,375.0,2533.0,40.2,14.9,29.7,52.7,3.5,64.5,20500.0
6713,9920.0,1445.0,1315.0,2480.0,2625.0,2045.0,80.0,10.0,10.0,2.0,825.0,2576.0,22.3,33.0,18.8,43.7,4.4,53.3,20900.0
6714,7315.0,1555.0,905.0,2440.0,1435.0,985.0,70.0,10.0,30.0,2.2,775.0,2656.0,28.1,28.0,26.6,43.7,4.8,50.9,23200.0
6715,6855.0,1170.0,835.0,1430.0,1820.0,1605.0,80.0,10.0,10.0,2.3,555.0,2028.0,25.6,32.7,1.1,5.9,4.0,10.7,28400.0
6716,8250.0,1485.0,1135.0,1815.0,2640.0,1175.0,90.0,10.0,10.0,2.5,510.0,1254.0,27.5,32.0,1.2,5.2,2.9,9.2,23100.0
6717,17585.0,3370.0,2615.0,5080.0,4485.0,2035.0,70.0,10.0,20.0,2.3,1735.0,1970.0,30.4,25.6,1.8,3.4,1.5,6.7,31100.0
6718,8520.0,2085.0,1165.0,2340.0,2180.0,755.0,80.0,10.0,10.0,2.9,350.0,893.0,28.6,30.5,4.1,6.9,4.8,12.5,38500.0
6721,15080.0,2325.0,1770.0,2800.0,4330.0,3855.0,90.0,10.0,0.0,2.3,710.0,1176.0,27.2,30.9,11.4,34.5,1.7,33.0,26600.0
6731,2230.0,355.0,310.0,435.0,680.0,450.0,90.0,0.0,0.0,2.6,80.0,242.0,38.1,23.3,15.3,48.2,1.0,41.9,38100.0
6732,3530.0,765.0,620.0,775.0,895.0,475.0,100.0,0.0,0.0,3.0,110.0,206.0,67.6,7.4,113.8,172.3,13.1,181.0,31900.0
6733,2710.0,560.0,435.0,585.0,695.0,440.0,100.0,0.0,0.0,2.8,295.0,170.0,42.6,21.2,101.1,140.6,13.4,170.0,30500.0
6741,13575.0,2670.0,1855.0,2860.0,3585.0,2605.0,90.0,0.0,0.0,2.7,580.0,577.0,24.3,35.9,98.8,138.7,13.4,168.2,33800.0
6744,3665.0,875.0,605.0,855.0,840.0,495.0,100.0,0.0,0.0,3.0,105.0,241.0,36.1,31.5,108.1,157.7,13.2,174.8,48600.0
6745,465.0,60.0,105.0,105.0,120.0,70.0,90.0,10.0,0.0,2.3,15.0,248.0,39.3,24.5,102.0,144.1,14.1,159.8,36100.0
6811,5880.0,185.0,1320.0,2650.0,1085.0,640.0,70.0,20.0,20.0,1.3,820.0,3331.0,31.8,34.6,45.8,65.8,7.8,84.5,41900.0
6812,2785.0,325.0,280.0,650.0,885.0,645.0,80.0,10.0,0.0,1.8,225.0,1168.0,44.4,18.0,114.8,172.7,14.7,180.1,38600.0
6813,4535.0,850.0,510.0,1000.0,1460.0,710.0,80.0,10.0,10.0,2.3,340.0,1349.0,63.5,8.2,115.6,170.6,14.1,180.3,42000.0
6814,6230.0,840.0,925.0,1585.0,1775.0,1110.0,80.0,10.0,10.0,1.9,350.0,2212.0,62.0,7.9,107.2,156.5,11.6,168.8,32000.0
6815,3305.0,540.0,250.0,670.0,865.0,980.0,90.0,10.0,0.0,2.1,165.0,660.0,39.5,25.6,115.1,167.4,13.1,180.1,31900.0
6816,2215.0,305.0,325.0,410.0,710.0,460.0,80.0,10.0,0.0,2.1,380.0,173.0,55.0,6.6,93.1,140.6,7.0,147.0,44900.0
6821,5915.0,770.0,870.0,2265.0,1515.0,490.0,80.0,10.0,10.0,1.7,535.0,3663.0,67.3,4.2,116.1,164.7,10.9,179.4,36700.0
6822,7215.0,1095.0,825.0,2525.0,2035.0,735.0,70.0,10.0,20.0,1.8,1340.0,3489.0,63.2,10.8,115.5,171.4,11.6,177.6,42100.0
6823,6920.0,1010.0,645.0,1840.0,2120.0,1305.0,80.0,10.0,10.0,1.8,1350.0,1659.0,67.9,7.3,120.0,179.8,13.2,187.8,
6824,9990.0,1465.0,1255.0,2520.0,2690.0,2065.0,80.0,10.0,10.0,1.9,740.0,2633.0,75.2,3.7,101.4,141.6,9.9,168.7,37400.0
6825,5655.0,745.0,750.0,1460.0,1390.0,1310.0,70.0,10.0,20.0,1.8,735.0,2249.0,66.6,4.0,109.1,161.8,11.0,178.4,24400.0
6826,10070.0,1560.0,2010.0,3065.0,2085.0,1350.0,40.0,10.0,50.0,1.8,1720.0,2306.0,50.9,10.5,108.6,157.5,10.8,176.2,31400.0
6827,430.0,40.0,35.0,160.0,115.0,85.0,70.0,20.0,10.0,1.7,80.0,1539.0,71.3,2.7,100.4,135.4,8.2,161.4,56100.0
6828,11855.0,1120.0,2375.0,4655.0,2825.0,880.0,60.0,10.0,20.0,1.5,2005.0,3659.0,46.3,12.9,84.7,123.2,7.4,147.9,28000.0
6831,3455.0,350.0,435.0,1000.0,1000.0,670.0,60.0,10.0,30.0,1.6,735.0,1798.0,35.2,20.7,22.3,41.9,1.5,45.1,43800.0
6832,5495.0,1000.0,710.0,1480.0,1285.0,1025.0,50.0,10.0,40.0,2.1,985.0,2239.0,55.3,8.9,106.0,158.7,10.8,171.8,35300.0
6833,6490.0,1250.0,790.0,2260.0,1465.0,720.0,60.0,10.0,30.0,2.1,920.0,2044.0,36.6,24.5,80.4,121.0,8.0,144.7,33100.0
6834,3300.0,710.0,365.0,860.0,805.0,560.0,40.0,10.0,50.0,2.1,780.0,1362.0,44.3,12.2,22.4,45.1,3.3,44.8,46200.0
6835,5300.0,730.0,635.0,1275.0,1385.0,1275.0,60.0,10.0,20.0,2.0,570.0,1631.0,46.7,10.6,5.7,30.5,2.0,28.1,34100.0
6836,12010.0,2090.0,1635.0,2755.0,4035.0,1500.0,70.0,10.0,20.0,2.4,1150.0,1471.0,39.9,13.6,13.1,35.3,2.0,31.7,38100.0
6841,4485.0,885.0,500.0,1570.0,1070.0,465.0,50.0,10.0,30.0,2.1,690.0,1712.0,21.2,33.8,4.6,18.6,0.9,16.0,41400.0
6842,2765.0,465.0,310.0,550.0,790.0,650.0,80.0,10.0,10.0,2.3,185.0,1328.0,37.5,21.4,14.5,17.3,1.0,19.3,36800.0
6843,10875.0,1690.0,1175.0,2350.0,3090.0,2570.0,70.0,10.0,10.0,2.1,1100.0,1715.0,26.1,21.4,17.3,27.5,1.0,26.5,30400.0
6844,4170.0,740.0,480.0,1175.0,1195.0,580.0,70.0,10.0,20.0,2.1,575.0,2082.0,34.1,26.5,30.3,46.9,12.1,66.1,34900.0
6845,6230.0,1090.0,655.0,1710.0,1990.0,785.0,70.0,10.0,10.0,2.2,750.0,1649.0,30.4,30.4,53.0,76.7,13.3,106.6,30800.0
6846,11705.0,3345.0,1115.0,4265.0,2425.0,555.0,70.0,10.0,20.0,2.8,765.0,1212.0,44.1,16.1,2.0,11.6,6.0,19.3,38100.0
6851,9285.0,1400.0,995.0,1935.0,2785.0,2175.0,90.0,10.0,0.0,2.2,645.0,1148.0,44.7,19.2,1.0,12.4,6.5,12.1,41300.0
6852,9995.0,1860.0,990.0,2540.0,2795.0,1810.0,90.0,10.0,10.0,2.4,670.0,1464.0,29.3,30.2,2.0,9.0,6.0,19.0,44800.0
6861,5630.0,895.0,395.0,825.0,1630.0,1890.0,90.0,10.0,0.0,2.1,290.0,930.0,36.3,20.1,2.9,16.5,5.0,16.3,45900.0
6862,5670.0,970.0,560.0,940.0,1760.0,1440.0,90.0,10.0,0.0,2.2,300.0,1013.0,31.7,28.2,1.1,5.1,5.9,10.6,36200.0
6865,4975.0,610.0,385.0,900.0,1430.0,1650.0,80.0,10.0,10.0,1.9,465.0,783.0,,,0.0,0.0,0.0,1.0,35200.0
6866,3400.0,380.0,335.0,540.0,1070.0,1080.0,90.0,10.0,0.0,1.9,275.0,947.0,34.3,30.3,58.5,96.5,5.0,80.6,37500.0
6869,715.0,90.0,65.0,90.0,295.0,170.0,80.0,10.0,10.0,2.2,55.0,360.0,62.3,6.8,65.9,108.5,5.3,102.2,36500.0
