pc4,INWONER,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW,OAD,P_LINK_HH,P_HINK_HH,AV5_CAFE,AV5_CAFTAR,AV5_HOTEL,AV5_RESTAU,median_inc
2321,10315.0,1225.0,1920.0,3465.0,2410.0,1300.0,70.0,10.0,20.0,1.7,1080.0,3640.0,54.1,13.6,91.5,145.0,20.1,224.5,29400.0
2322,200.0,20.0,75.0,50.0,40.0,15.0,80.0,10.0,10.0,1.4,15.0,551.0,,,90.0,134.0,16.0,208.5,15900.0
2323,145.0,10.0,15.0,20.0,65.0,35.0,90.0,10.0,0.0,2.1,15.0,1227.0,,,81.7,122.4,13.8,194.7,36800.0
2324,9850.0,1065.0,1640.0,2480.0,2390.0,2270.0,70.0,10.0,20.0,1.7,915.0,3273.0,51.0,10.8,90.4,138.8,20.2,213.5,48600.0
2331,10965.0,1550.0,1380.0,2260.0,3895.0,1880.0,80.0,10.0,10.0,2.3,730.0,2146.0,33.3,24.4,89.0,135.7,20.4,216.1,51500.0
2332,10285.0,1430.0,1425.0,2975.0,2450.0,2005.0,70.0,10.0,20.0,1.9,905.0,2930.0,47.2,15.7,88.1,133.6,21.0,208.2,42400.0
2333,2820.0,255.0,965.0,985.0,385.0,230.0,70.0,20.0,10.0,1.5,70.0,2126.0,46.9,29.3,90.3,140.3,21.0,218.2,48300.0
2334,2495.0,390.0,375.0,695.0,615.0,415.0,70.0,20.0,10.0,1.9,100.0,2025.0,32.0,36.7,89.9,140.3,20.7,219.0,34700.0
2341,9850.0,1750.0,1095.0,1970.0,2855.0,2185.0,80.0,20.0,10.0,2.2,395.0,1835.0,23.4,40.7,78.1,114.8,19.2,184.6,40700.0
2342,3110.0,800.0,255.0,1190.0,635.0,225.0,80.0,10.0,10.0,2.6,185.0,1110.0,17.9,40.5,76.6,116.7,19.8,188.7,41700.0
2343,11465.0,1865.0,1335.0,2235.0,3495.0,2535.0,80.0,20.0,10.0,2.2,635.0,1802.0,29.3,30.9,56.5,91.2,17.5,143.1,40100.0
2351,5255.0,980.0,650.0,1010.0,1660.0,960.0,80.0,10.0,10.0,2.5,195.0,1586.0,22.2,36.5,83.1,116.6,13.8,183.1,
2352,8475.0,1355.0,830.0,2035.0,2210.0,2040.0,70.0,10.0,10.0,2.0,645.0,3181.0,39.0,16.9,86.5,128.2,16.6,197.5,39900.0
2353,13380.0,2000.0,1580.0,2575.0,4135.0,3095.0,80.0,10.0,10.0,2.2,765.0,2183.0,32.5,27.5,80.4,115.5,14.5,183.8,44400.0
2355,1710.0,245.0,180.0,335.0,565.0,390.0,90.0,0.0,0.0,2.3,70.0,202.0,29.2,28.9,1.7,9.1,1.0,14.7,39800.0
2361,4585.0,625.0,505.0,850.0,1420.0,1190.0,80.0,10.0,10.0,2.2,260.0,744.0,35.2,30.0,24.1,47.4,10.9,72.2,44400.0
2362,175.0,10.0,20.0,20.0,75.0,55.0,90.0,10.0,,2.0,,70.0,,,7.3,16.3,1.4,22.5,43300.0
2371,8265.0,1350.0,880.0,1920.0,2230.0,1880.0,90.0,0.0,0.0,2.3,345.0,915.0,32.0,26.0,4.7,4.6,0.0,18.1,42700.0
2374,720.0,100.0,105.0,125.0,250.0,135.0,90.0,0.0,0.0,2.5,30.0,178.0,25.7,32.1,7.6,11.9,1.3,20.5,44400.0
2375,1660.0,280.0,195.0,395.0,520.0,270.0,90.0,10.0,10.0,2.4,75.0,216.0,34.4,25.4,2.8,2.9,0.0,13.6,43700.0
2376,665.0,95.0,85.0,150.0,240.0,100.0,90.0,10.0,10.0,2.4,30.0,355.0,26.5,32.0,4.6,4.7,0.1,17.4,37700.0
2377,3835.0,575.0,510.0,835.0,1360.0,555.0,90.0,10.0,10.0,2.4,200.0,808.0,32.1,28.5,5.0,5.0,0.0,19.3,41500.0
2381,5525.0,750.0,695.0,1035.0,1790.0,1255.0,90.0,10.0,10.0,2.3,425.0,537.0,26.7,30.3,30.2,46.2,3.4,68.5,39600.0
2382,2850.0,515.0,315.0,690.0,865.0,470.0,90.0,10.0,10.0,2.4,140.0,1093.0,25.4,28.4,83.8,114.5,12.3,179.5,34300.0
2391,5905.0,975.0,705.0,1255.0,1695.0,1275.0,90.0,10.0,0.0,2.4,205.0,478.0,29.0,29.9,2.7,3.3,1.4,7.1,38200.0
2394,5435.0,885.0,625.0,1290.0,1595.0,1040.0,90.0,10.0,10.0,2.3,260.0,827.0,32.3,22.4,6.8,12.4,0.7,11.8,28900.0
2396,4110.0,605.0,420.0,810.0,1145.0,1125.0,90.0,10.0,0.0,2.3,175.0,809.0,30.8,27.3,5.8,7.2,1.0,5.0,37700.0
2401,9330.0,1575.0,1015.0,2295.0,2700.0,1745.0,70.0,10.0,20.0,2.3,620.0,1939.0,32.3,23.1,21.0,44.7,3.0,65.4,39000.0
2402,13625.0,2220.0,1400.0,3410.0,3670.0,2925.0,70.0,10.0,20.0,2.1,1150.0,3038.0,40.5,15.3,20.7,43.9,2.6,65.8,44900.0
2403,10195.0,1810.0,1105.0,2625.0,2675.0,1980.0,70.0,10.0,20.0,2.3,830.0,2186.0,34.6,18.5,20.2,42.5,2.0,64.3,49700.0
2404,4675.0,625.0,440.0,1380.0,1245.0,985.0,70.0,10.0,10.0,1.9,460.0,2023.0,51.5,9.6,20.9,43.7,2.0,66.8,
2405,8015.0,1180.0,1050.0,2125.0,2190.0,1465.0,80.0,10.0,10.0,2.1,525.0,2807.0,35.0,20.9,20.0,43.1,2.0,66.4,41100.0
2406,9055.0,1445.0,1000.0,2535.0,2480.0,1600.0,80.0,10.0,10.0,2.1,450.0,2527.0,31.8,22.5,20.0,43.2,2.0,65.3,48500.0
2407,835.0,115.0,100.0,135.0,315.0,170.0,90.0,10.0,0.0,2.4,50.0,236.0,27.9,32.3,16.4,31.3,1.2,49.4,45100.0
2408,17135.0,3310.0,2420.0,4040.0,5165.0,2210.0,80.0,10.0,10.0,2.6,760.0,1973.0,21.5,37.4,17.6,32.9,1.0,56.1,43300.0
2409,45.0,,5.0,,20.0,15.0,100.0,,,2.4,,101.0,,,16.6,29.9,1.5,52.1,43200.0
2411,17460.0,2995.0,2110.0,3920.0,4900.0,3540.0,80.0,10.0,10.0,2.4,970.0,1556.0,31.1,24.8,7.5,17.2,2.0,20.4,
2412,1175.0,335.0,130.0,535.0,160.0,15.0,80.0,10.0,10.0,2.8,55.0,905.0,14.4,29.3,6.9,16.9,2.0,21.1,43400.0
2415,1735.0,280.0,220.0,390.0,570.0,275.0,90.0,10.0,0.0,2.5,80.0,193.0,26.0,32.7,3.7,7.1,0.0,9.6,46700.0
2421,9420.0,1605.0,1095.0,2075.0,2650.0,1995.0,90.0,10.0,10.0,2.4,415.0,780.0,28.3,27.8,7.4,4.9,2.0,12.1,44000.0
2431,1665.0,225.0,210.0,315.0,525.0,395.0,90.0,0.0,0.0,2.3,75.0,195.0,28.8,28.7,5.1,3.8,1.0,10.6,40800.0
2432,170.0,10.0,30.0,20.0,65.0,45.0,90.0,0.0,0.0,2.5,5.0,68.0,,,2.0,1.0,1.0,2.1,41800.0
2435,2955.0,435.0,335.0,640.0,985.0,555.0,90.0,10.0,0.0,2.3,135.0,214.0,27.8,27.3,2.8,1.8,0.8,9.2,46000.0
2441,4165.0,640.0,515.0,1015.0,1325.0,675.0,90.0,10.0,0.0,2.5,480.0,380.0,24.9,31.1,4.3,2.5,1.0,6.7,41100.0
2445,1200.0,165.0,165.0,230.0,420.0,225.0,90.0,0.0,0.0,2.3,45.0,102.0,32.9,33.5,9.4,7.6,0.9,12.8,44200.0
2451,4595.0,670.0,470.0,1040.0,1420.0,990.0,90.0,10.0,0.0,2.3,220.0,542.0,31.6,27.2,3.5,4.4,0.0,13.6,54400.0
2461,9320.0,1460.0,1065.0,2060.0,2770.0,1970.0,90.0,10.0,0.0,2.4,410.0,448.0,29.8,27.7,6.5,4.9,0.8,6.8,50100.0
2465,1230.0,190.0,135.0,210.0,415.0,280.0,90.0,10.0,0.0,2.3,65.0,163.0,29.6,33.8,4.9,4.7,0.9,13.3,52900.0
2471,1860.0,195.0,235.0,440.0,660.0,325.0,90.0,10.0,10.0,2.3,470.0,218.0,32.3,27.8,9.3,14.2,2.0,18.2,
2481,3695.0,615.0,460.0,725.0,1110.0,785.0,90.0,10.0,0.0,2.4,170.0,469.0,27.5,30.1,3.5,6.8,2.0,8.4,46900.0
2491,270.0,30.0,55.0,30.0,115.0,40.0,70.0,10.0,20.0,2.6,,1261.0,25.9,48.1,35.6,89.1,7.8,124.8,44800.0
2492,12675.0,2420.0,1795.0,2615.0,4295.0,1550.0,60.0,10.0,30.0,2.7,745.0,1464.0,21.1,38.6,14.0,42.8,4.3,68.2,56700.0
2493,8255.0,2400.0,925.0,2565.0,1990.0,375.0,50.0,10.0,40.0,3.0,435.0,1457.0,17.5,41.4,11.9,38.7,4.4,63.1,27600.0
2495,170.0,30.0,10.0,25.0,60.0,40.0,90.0,10.0,10.0,2.1,20.0,1284.0,,,148.0,265.7,20.8,334.0,22500.0
2496,11060.0,2460.0,1540.0,2960.0,3255.0,845.0,50.0,10.0,30.0,2.6,735.0,1756.0,25.7,35.8,34.2,76.1,11.3,116.4,26800.0
2497,10410.0,2130.0,1495.0,2535.0,3350.0,895.0,50.0,10.0,30.0,2.6,900.0,1679.0,29.1,31.4,68.8,131.0,20.5,203.5,33900.0
2498,5850.0,1540.0,860.0,1200.0,1965.0,285.0,70.0,10.0,20.0,3.1,390.0,1085.0,21.1,48.1,48.2,92.6,17.1,149.2,21900.0
2511,4595.0,505.0,520.0,2090.0,1010.0,465.0,40.0,20.0,40.0,1.6,525.0,6613.0,50.5,16.5,399.2,492.4,50.1,698.2,20300.0
2512,14060.0,1820.0,2010.0,5235.0,3540.0,1450.0,30.0,20.0,50.0,1.7,2300.0,8412.0,64.4,8.7,408.0,521.1,43.7,704.8,34300.0
2513,7860.0,970.0,1020.0,2660.0,2175.0,1040.0,50.0,20.0,30.0,1.7,1010.0,7712.0,53.4,14.5,415.2,521.8,59.1,724.2,27300.0
2514,3575.0,295.0,335.0,1360.0,935.0,650.0,50.0,40.0,20.0,1.5,175.0,4917.0,40.7,27.2,406.8,513.6,67.6,735.6,20600.0
2515,12950.0,2070.0,2315.0,4295.0,2965.0,1305.0,30.0,10.0,60.0,1.8,2110.0,7104.0,65.6,8.6,389.5,490.2,39.3,675.0,26800.0
2516,10800.0,1580.0,2035.0,4055.0,2395.0,740.0,20.0,10.0,70.0,1.8,2625.0,5153.0,68.8,4.8,349.0,434.8,35.3,608.3,27600.0
2517,9785.0,1395.0,1050.0,3290.0,2440.0,1605.0,60.0,30.0,10.0,1.8,625.0,5901.0,39.8,29.1,397.4,500.5,64.0,695.8,26600.0
2518,11150.0,1375.0,1270.0,4580.0,2715.0,1205.0,50.0,20.0,20.0,1.7,1065.0,6896.0,51.7,17.4,412.6,514.2,62.0,711.9,24700.0
2521,10155.0,1445.0,2415.0,3465.0,2035.0,795.0,20.0,20.0,60.0,1.6,1455.0,6954.0,65.5,6.4,382.5,478.0,36.1,661.8,21900.0
2522,12585.0,2060.0,1850.0,4895.0,2725.0,1055.0,30.0,30.0,40.0,1.9,1115.0,6311.0,55.6,5.1,370.9,458.4,33.9,636.4,22400.0
2523,5660.0,980.0,830.0,2180.0,1285.0,385.0,30.0,30.0,40.0,2.0,530.0,5553.0,52.6,6.6,378.5,465.3,33.0,633.8,21000.0
2524,7005.0,1395.0,1000.0,2295.0,1775.0,540.0,20.0,20.0,60.0,2.2,1005.0,4617.0,56.1,9.1,371.9,451.2,32.0,598.2,20800.0
2525,15610.0,3170.0,2630.0,4485.0,3955.0,1365.0,10.0,10.0,80.0,2.4,2670.0,7367.0,60.5,8.9,400.2,513.4,37.9,680.0,22000.0
2526,13210.0,2645.0,2285.0,3555.0,3265.0,1465.0,10.0,10.0,80.0,2.2,2660.0,8214.0,68.3,5.9,402.3,518.3,39.2,697.8,24300.0
2531,9140.0,1785.0,1125.0,3025.0,2245.0,960.0,30.0,20.0,60.0,2.0,1600.0,4533.0,66.0,5.8,378.7,469.5,29.8,592.9,24100.0
2532,5965.0,1360.0,710.0,2135.0,1150.0,610.0,20.0,10.0,70.0,1.9,1210.0,3917.0,73.4,5.1,334.5,379.6,17.6,443.6,23600.0
2533,7205.0,1455.0,750.0,2155.0,1820.0,1025.0,30.0,10.0,60.0,1.9,1645.0,4247.0,76.9,3.5,362.4,435.5,24.0,529.6,27000.0
2541,7960.0,1570.0,855.0,2750.0,1950.0,835.0,30.0,20.0,60.0,1.9,1660.0,4139.0,69.8,5.0,298.9,341.5,12.3,366.5,32700.0
2542,10435.0,2260.0,1235.0,3180.0,2230.0,1535.0,30.0,10.0,60.0,2.1,1670.0,3237.0,63.5,6.6,141.4,177.3,2.7,130.8,29400.0
2543,6595.0,1390.0,740.0,2005.0,1615.0,840.0,30.0,10.0,60.0,2.1,1195.0,3601.0,63.9,6.6,164.6,177.6,2.3,140.3,46500.0
2544,11920.0,2315.0,1340.0,3450.0,2830.0,1990.0,30.0,10.0,50.0,2.0,1950.0,3357.0,66.2,7.2,196.5,206.2,4.6,197.9,29000.0
2545,11790.0,2175.0,1245.0,3585.0,2950.0,1830.0,40.0,10.0,50.0,2.0,1615.0,4510.0,54.2,11.3,297.7,329.0,10.6,354.8,33800.0
2546,6015.0,960.0,715.0,2085.0,1580.0,680.0,60.0,20.0,20.0,2.0,450.0,5460.0,40.3,11.2,376.7,469.3,30.3,600.1,31100.0
2547,7415.0,1010.0,715.0,2085.0,1910.0,1690.0,60.0,20.0,20.0,1.8,675.0,5973.0,50.1,7.8,373.0,449.8,30.4,595.7,44900.0
2548,22160.0,4760.0,2945.0,5365.0,6690.0,2400.0,50.0,10.0,40.0,2.7,1605.0,2537.0,26.0,34.8,78.5,128.5,3.2,99.4,31000.0
2551,11145.0,1650.0,955.0,2480.0,2955.0,3105.0,60.0,10.0,20.0,1.9,1310.0,4493.0,51.1,9.7,176.7,178.9,4.4,205.9,31600.0
2552,16175.0,2450.0,1670.0,3650.0,4665.0,3745.0,70.0,10.0,20.0,2.1,1535.0,4173.0,40.6,17.6,223.3,225.2,7.7,261.3,24700.0
2553,8940.0,1395.0,795.0,2095.0,2635.0,2020.0,70.0,10.0,10.0,2.0,935.0,2386.0,46.9,17.9,84.3,119.9,3.8,115.1,29500.0
2554,1870.0,170.0,170.0,295.0,545.0,685.0,70.0,20.0,10.0,2.0,195.0,1595.0,29.2,35.1,113.7,141.6,5.7,180.1,40900.0
2555,9030.0,855.0,560.0,1690.0,2440.0,3490.0,70.0,20.0,10.0,1.6,750.0,3751.0,46.7,13.7,206.7,213.6,10.8,271.4,36600.0
2561,5450.0,870.0,590.0,2155.0,1330.0,505.0,50.0,20.0,20.0,1.9,380.0,7955.0,43.7,20.5,396.3,510.6,55.5,686.1,53900.0
2562,10935.0,1515.0,1395.0,4360.0,2520.0,1140.0,40.0,20.0,30.0,1.8,1205.0,8592.0,60.5,10.8,401.3,513.4,53.8,680.4,23400.0
2563,10330.0,1660.0,1100.0,3935.0,2555.0,1080.0,60.0,20.0,20.0,1.8,990.0,7619.0,48.6,13.6,385.2,483.2,48.1,651.6,25800.0
2564,11540.0,2035.0,1150.0,3105.0,3290.0,1965.0,70.0,20.0,10.0,2.1,670.0,5212.0,28.2,26.9,326.9,357.8,27.2,505.0,28700.0
2565,12160.0,1990.0,1075.0,3260.0,3520.0,2315.0,70.0,20.0,10.0,2.0,660.0,5402.0,33.4,21.9,356.6,430.2,49.4,607.8,29700.0
2566,6530.0,1215.0,690.0,905.0,2050.0,1670.0,70.0,20.0,10.0,2.3,150.0,3169.0,20.0,46.0,297.1,337.8,43.5,493.6,40500.0
2571,10560.0,1795.0,1395.0,3770.0,2440.0,1160.0,20.0,20.0,60.0,2.0,1670.0,8363.0,64.5,5.9,401.7,519.0,38.3,678.9,47100.0
2572,9730.0,2090.0,1495.0,2980.0,2290.0,875.0,10.0,20.0,70.0,2.4,1310.0,7492.0,56.8,9.2,400.5,518.7,36.9,677.1,27900.0
2573,10445.0,1945.0,1445.0,4105.0,2295.0,660.0,30.0,30.0,40.0,2.1,1020.0,7430.0,50.4,6.5,394.6,513.7,36.2,671.0,28500.0
2574,7240.0,1195.0,820.0,2650.0,1785.0,785.0,50.0,20.0,30.0,2.0,695.0,7321.0,49.1,8.5,388.4,500.3,35.1,653.8,39300.0
2581,3120.0,550.0,300.0,870.0,925.0,480.0,70.0,20.0,10.0,2.1,140.0,3902.0,28.2,27.8,348.9,406.7,60.5,618.5,31800.0
2582,8955.0,1695.0,960.0,2140.0,2660.0,1500.0,50.0,40.0,10.0,2.1,295.0,4195.0,26.7,41.2,353.4,431.8,62.3,636.0,36300.0
2583,11200.0,1920.0,1005.0,2970.0,3200.0,2105.0,80.0,10.0,10.0,2.0,1305.0,3103.0,53.2,12.9,292.9,335.5,56.7,540.5,26100.0
2584,6915.0,1000.0,660.0,1885.0,1865.0,1500.0,70.0,20.0,10.0,1.9,725.0,4249.0,50.6,17.2,270.5,363.7,60.8,585.1,25600.0
2585,6700.0,905.0,665.0,1620.0,1990.0,1525.0,60.0,30.0,10.0,1.8,300.0,3271.0,35.3,33.5,380.0,476.4,65.5,685.0,34100.0
2586,7790.0,1055.0,770.0,2295.0,2120.0,1550.0,70.0,20.0,10.0,1.8,525.0,3681.0,43.0,19.3,192.8,294.8,57.8,501.3,46800.0
2587,8120.0,1245.0,1220.0,1730.0,2270.0,1650.0,60.0,20.0,10.0,1.9,445.0,2742.0,35.0,32.7,155.5,283.0,57.6,478.4,32700.0
2591,7240.0,1230.0,600.0,2410.0,1660.0,1335.0,40.0,20.0,40.0,1.8,980.0,2896.0,58.5,10.6,115.2,237.6,22.3,340.2,58000.0
2592,6520.0,830.0,460.0,1950.0,1590.0,1690.0,50.0,20.0,30.0,1.6,785.0,3244.0,61.8,6.6,174.7,304.1,28.5,449.4,47700.0
2593,8590.0,1055.0,740.0,3735.0,1940.0,1115.0,60.0,30.0,20.0,1.7,495.0,4021.0,37.8,18.4,283.0,378.3,34.4,546.2,23100.0
2594,1955.0,265.0,165.0,475.0,490.0,560.0,60.0,30.0,20.0,1.9,75.0,3123.0,26.5,40.3,202.6,308.0,31.6,450.6,24800.0
2595,8420.0,1370.0,1320.0,2980.0,1875.0,880.0,40.0,30.0,30.0,1.8,650.0,4431.0,39.0,24.3,332.5,408.4,37.4,593.6,25300.0
2596,7345.0,1550.0,635.0,1770.0,1940.0,1455.0,60.0,30.0,10.0,2.2,175.0,2557.0,20.0,50.3,333.0,450.7,67.1,682.1,36200.0
2597,8490.0,1245.0,670.0,1515.0,2085.0,2975.0,60.0,30.0,10.0,1.9,240.0,1554.0,22.3,38.9,232.3,368.3,65.0,591.7,
2611,12365.0,920.0,2860.0,4260.0,2715.0,1610.0,60.0,20.0,10.0,1.5,665.0,4548.0,47.3,21.3,55.7,125.0,19.5,177.5,36600.0
2612,9705.0,1210.0,1575.0,2780.0,2370.0,1770.0,70.0,10.0,10.0,1.7,975.0,2716.0,53.1,14.8,57.0,126.5,20.0,182.7,31900.0
2613,13125.0,1675.0,2680.0,3960.0,2965.0,1845.0,70.0,20.0,10.0,1.7,815.0,4519.0,46.2,18.6,56.6,129.3,19.0,175.8,22500.0
2614,12315.0,2360.0,1540.0,3780.0,3175.0,1460.0,70.0,10.0,20.0,2.2,840.0,3107.0,37.0,27.3,57.0,130.9,17.8,174.5,23700.0
2616,110.0,10.0,15.0,30.0,40.0,10.0,70.0,20.0,10.0,2.0,5.0,1458.0,,,54.2,114.4,17.2,168.4,
2622,8025.0,1015.0,1130.0,1855.0,2685.0,1335.0,70.0,10.0,10.0,2.1,655.0,2237.0,37.1,22.0,51.7,94.6,11.3,143.6,36700.0
2623,5995.0,715.0,755.0,1425.0,1740.0,1355.0,80.0,10.0,10.0,1.9,550.0,2138.0,42.5,15.5,51.7,98.8,12.5,149.2,20000.0
2624,13590.0,1530.0,3250.0,4200.0,2390.0,2220.0,50.0,10.0,40.0,1.6,1285.0,4339.0,56.0,7.2,53.1,104.0,15.0,154.0,30100.0
2625,13675.0,1895.0,2625.0,3185.0,3130.0,2840.0,50.0,10.0,30.0,1.8,1595.0,3589.0,58.6,11.8,53.0,103.3,13.0,153.6,50100.0
2626,55.0,10.0,10.0,10.0,20.0,,70.0,20.0,10.0,3.1,,1247.0,,,51.4,95.4,11.6,143.7,48100.0
2627,1245.0,150.0,150.0,275.0,405.0,265.0,70.0,20.0,10.0,1.9,95.0,3640.0,33.3,29.6,52.5,104.3,17.4,151.4,48500.0
2628,12650.0,1140.0,3970.0,3975.0,2120.0,1445.0,60.0,20.0,20.0,1.5,705.0,2747.0,54.5,16.2,55.3,113.5,17.1,159.7,47700.0
2629,310.0,40.0,60.0,100.0,70.0,50.0,70.0,20.0,10.0,1.8,10.0,840.0,40.3,19.4,46.5,95.2,12.9,139.3,41200.0
2631,15375.0,3015.0,2120.0,3015.0,4925.0,2305.0,80.0,10.0,10.0,2.6,1035.0,1759.0,23.2,39.0,9.9,34.7,6.1,49.7,54900.0
2632,3760.0,935.0,445.0,990.0,1065.0,325.0,70.0,10.0,20.0,2.7,170.0,1942.0,22.5,34.3,7.5,28.7,5.6,42.6,36900.0
2635,8285.0,1640.0,1020.0,1950.0,2440.0,1235.0,80.0,10.0,10.0,2.5,330.0,2332.0,23.7,37.3,52.9,116.6,13.8,163.2,50500.0
2636,4475.0,655.0,635.0,840.0,1410.0,940.0,90.0,10.0,0.0,2.5,200.0,448.0,23.2,35.1,9.1,20.8,0.7,28.5,45800.0
2641,13685.0,2295.0,1535.0,3150.0,3715.0,2995.0,80.0,10.0,10.0,2.3,665.0,1322.0,30.3,26.0,8.1,22.9,1.8,26.5,53300.0
2642,8100.0,1735.0,1145.0,1940.0,2665.0,620.0,80.0,10.0,10.0,2.8,290.0,1524.0,14.8,44.6,8.0,19.3,0.0,32.8,50600.0
2643,4270.0,1135.0,235.0,1660.0,610.0,630.0,70.0,10.0,20.0,2.5,200.0,1425.0,35.4,21.8,8.0,20.1,0.0,33.0,48900.0
2645,9140.0,1840.0,1345.0,1815.0,3040.0,1095.0,80.0,10.0,10.0,2.6,375.0,1220.0,21.5,41.2,51.8,110.1,14.9,156.7,46100.0
2651,18405.0,3600.0,2140.0,3995.0,5380.0,3290.0,80.0,10.0,10.0,2.5,915.0,1278.0,25.9,32.8,3.8,20.8,0.2,32.6,35500.0
2652,12675.0,3595.0,970.0,4075.0,2770.0,1265.0,80.0,10.0,10.0,2.8,520.0,1409.0,18.3,42.4,5.8,21.0,0.0,30.7,47900.0
2661,13310.0,2425.0,1930.0,2495.0,4350.0,2115.0,80.0,10.0,10.0,2.6,615.0,1423.0,21.5,39.4,3.7,24.0,0.1,44.4,55400.0
2662,5140.0,1315.0,595.0,1560.0,1315.0,355.0,70.0,10.0,20.0,2.7,210.0,1502.0,24.6,37.0,3.2,25.8,0.0,43.6,40300.0
2665,12065.0,2295.0,1445.0,2560.0,3505.0,2260.0,80.0,10.0,10.0,2.5,595.0,979.0,25.8,32.9,0.2,7.9,0.0,11.0,36500.0
2671,13035.0,1900.0,1470.0,3010.0,3370.0,3285.0,80.0,10.0,10.0,2.2,800.0,1897.0,39.7,21.3,15.5,38.7,3.6,41.3,42300.0
2672,5460.0,895.0,575.0,1565.0,1540.0,880.0,90.0,10.0,0.0,2.4,210.0,1536.0,24.5,33.5,14.9,39.1,2.8,37.7,39100.0
2673,2840.0,670.0,310.0,760.0,685.0,410.0,90.0,0.0,0.0,2.8,75.0,1475.0,13.4,45.1,15.0,39.1,4.1,44.9,28200.0
2675,7670.0,1195.0,1105.0,1820.0,2345.0,1205.0,80.0,10.0,10.0,2.4,410.0,769.0,34.6,28.5,12.9,41.2,3.0,39.5,34500.0
2676,4385.0,705.0,605.0,1185.0,1165.0,725.0,80.0,10.0,0.0,2.2,175.0,498.0,38.9,23.4,5.0,6.4,1.1,9.6,38000.0
2678,12395.0,2110.0,1645.0,2890.0,3375.0,2375.0,90.0,10.0,0.0,2.4,515.0,1014.0,29.3,27.3,9.1,17.7,1.2,15.2,43900.0
2681,13990.0,1985.0,1760.0,3020.0,4355.0,2875.0,80.0,10.0,10.0,2.3,1075.0,1333.0,33.8,25.3,10.5,27.7,4.0,31.4,48200.0
2684,665.0,120.0,55.0,155.0,195.0,140.0,80.0,10.0,10.0,2.2,80.0,1357.0,55.5,11.0,8.6,21.3,4.0,24.2,51300.0
2685,6570.0,1060.0,765.0,1645.0,1835.0,1270.0,80.0,10.0,10.0,2.2,430.0,822.0,42.1,22.0,16.5,63.3,4.0,51.7,26800.0
2691,14005.0,2260.0,1680.0,3410.0,3645.0,3015.0,90.0,10.0,10.0,2.3,605.0,1461.0,35.1,23.0,16.2,34.8,5.2,49.0,33500.0
2692,3495.0,550.0,395.0,930.0,1080.0,545.0,90.0,10.0,0.0,2.4,190.0,1607.0,27.7,27.0,18.8,38.5,5.0,58.1,31600.0
2693,905.0,105.0,160.0,165.0,325.0,150.0,90.0,10.0,10.0,2.5,50.0,1292.0,25.9,34.5,12.0,31.1,4.0,41.5,28200.0
2694,3390.0,810.0,400.0,925.0,840.0,420.0,90.0,0.0,0.0,2.7,125.0,1599.0,23.0,37.6,14.4,34.0,5.4,46.0,32300.0
2711,4400.0,390.0,440.0,1150.0,1065.0,1360.0,60.0,10.0,20.0,1.6,400.0,3682.0,56.1,7.8,17.6,64.7,4.0,91.6,30800.0
2712,5260.0,735.0,520.0,1420.0,1420.0,1165.0,80.0,10.0,10.0,2.0,335.0,2653.0,40.2,14.9,18.0,65.4,4.0,90.4,44800.0
2713,6385.0,915.0,665.0,1720.0,1520.0,1565.0,60.0,10.0,20.0,1.9,555.0,3397.0,44.1,10.7,18.0,61.6,4.0,85.2,46600.0
2715,5640.0,985.0,620.0,1580.0,1405.0,1045.0,60.0,10.0,30.0,2.0,710.0,3526.0,53.3,7.8,17.0,56.8,4.0,79.9,44500.0
2716,9850.0,1710.0,1120.0,2245.0,2465.0,2310.0,70.0,10.0,20.0,2.2,910.0,2628.0,44.2,15.1,14.2,52.5,3.6,70.2,25000.0
2717,7650.0,1440.0,910.0,1955.0,1885.0,1455.0,60.0,10.0,30.0,2.2,910.0,2403.0,46.7,11.4,16.7,58.0,3.6,80.1,35700.0
2718,8915.0,1415.0,1000.0,2035.0,3125.0,1335.0,70.0,10.0,20.0,2.4,605.0,1708.0,25.3,27.5,17.6,54.9,4.0,70.0,37900.0
2719,11560.0,1475.0,1440.0,1930.0,4165.0,2550.0,80.0,10.0,10.0,2.3,610.0,1643.0,24.7,34.2,15.7,50.4,3.9,68.4,46400.0
2721,10950.0,2540.0,1325.0,3035.0,2690.0,1360.0,70.0,10.0,20.0,2.6,660.0,1693.0,26.6,31.2,13.0,40.2,1.4,67.1,37000.0
2722,5310.0,890.0,685.0,1530.0,1285.0,915.0,50.0,10.0,40.0,1.9,870.0,2908.0,62.2,7.0,18.0,65.5,4.0,91.5,39000.0
2723,3880.0,655.0,440.0,1105.0,1085.0,595.0,70.0,10.0,20.0,2.2,370.0,2542.0,36.8,16.5,17.4,62.9,3.2,88.5,44800.0
2724,7190.0,1125.0,790.0,1920.0,2020.0,1335.0,70.0,10.0,20.0,2.1,575.0,3226.0,34.5,18.5,17.1,62.7,3.6,89.5,44600.0
2725,5815.0,865.0,505.0,1085.0,1710.0,1655.0,80.0,10.0,10.0,2.2,305.0,2124.0,25.3,31.4,17.1,56.6,2.0,83.9,43700.0
2726,6225.0,965.0,645.0,1490.0,1660.0,1465.0,70.0,10.0,10.0,2.1,535.0,2919.0,35.1,19.4,18.0,61.0,3.8,86.4,
