Unnamed: 0,pc4,AANTAL_HH,P_MAN,P_VROUW,P_INW_014,P_INW_1524,P_INW_2544,P_INW_4564,AFS_TREINS,AFS_TRNOVS,AFS_OPRIT,P_INW_65PL,AV1_FOOD,AV3_FOOD,AV5_FOOD,OAD,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,P_UITKMINAOW,P_LINK_HH,P_HINK_HH,log_median_inc
1025.0,1025.0,7850.0,48.47989539065054,51.52010460934946,15.424836601307188,13.627450980392155,26.405228758169926,24.37908496732026,5.6,5.6,1.6000000000000003,20.16339869281045,13.8,91.90000000000002,297.4,2750.0,50.0,10.0,40.0,1.9,11.670480549199086,55.1,11.699999999999998,10.181119289134408
1026.0,1026.0,205.0,52.83018867924528,47.16981132075472,19.047619047619047,11.428571428571427,18.095238095238084,34.285714285714285,6.5,8.1,2.8,17.142857142857142,0.0,2.3,36.5,97.0,90.0,10.0,0.0,2.5,5.6603773584905674,17.1,45.7,10.898589464834574
1027.0,1027.0,215.0,53.0,47.0,15.0,11.0,21.0,29.0,8.6,8.6,2.6,24.0,0.0,19.3,63.6,177.0,90.0,10.0,0.0,2.3,7.000000000000001,32.3,34.4,10.616437360392252
1028.0,1028.0,245.0,50.413223140495866,49.586776859504134,17.355371900826448,10.743801652892563,14.87603305785124,34.71074380165289,8.399999999999999,9.9,4.2,22.314049586776857,0.3,1.2,13.0,40.0,90.0,10.0,0.0,2.4,2.5,20.0,42.5,10.874266469694351
1031.0,1031.0,3320.0,50.117279124315864,49.882720875684136,17.057902973395933,10.250391236306728,37.24569640062597,25.821596244131456,4.3,4.3,3.5,9.624413145539906,37.3,124.0,1294.3,3065.9999999999995,40.0,10.0,40.0,1.9,15.793588741204061,59.8,13.5,10.094107912144779
1032.0,1032.0,2900.0,50.43782837127846,49.56217162872154,17.513134851138357,8.93169877408056,30.998248686514888,28.196147110332753,4.6,4.6,2.6,14.36077057793345,30.8,128.39999999999998,1092.4,2766.0,60.0,10.0,30.0,2.0,14.798598949211907,59.6,9.6,10.134599273499514
1033.0,1033.0,6850.000000000001,48.696349779382274,51.303650220617726,12.876052948255115,14.881668672282395,29.843561973525876,25.671881267549143,6.1,6.1,1.9,16.726835138387486,6.800000000000003,46.4,210.8,2039.0,60.0,10.0,30.0,1.8000000000000003,13.15683914961893,56.7,9.5,10.138559674715614
1034.0,1034.0,6590.0,48.973305954825456,51.026694045174544,19.130732375085557,12.594113620807665,27.68651608487337,24.70910335386721,5.7,5.7,1.8,15.879534565366187,3.3,80.6,313.0,2426.0,40.0,10.0,50.0,2.2,13.552361396303905,55.1,11.2,10.207289006867793
1035.0,1035.0,4600.0,48.10426540284361,51.8957345971564,18.49217638691323,12.328117591275486,24.087245139876718,29.4452347083926,7.0,7.0,1.1,15.647226173541965,4.4,48.90000000000001,131.7,1982.9999999999998,60.0,10.0,30.0,2.3,10.09478672985782,41.5,21.8,10.44581184336149
1036.0,1036.0,760.0,49.891067538126364,50.108932461873636,30.718954248366014,11.328976034858387,34.20479302832244,21.350762527233123,5.9,5.9,2.5,2.396514161220044,0.8,59.3,241.8,2438.0,50.0,10.0,40.0,3.0,6.318082788671024,23.1,36.7,10.829728615263452
1037.0,1037.0,70.0,55.17241379310346,44.82758620689656,14.285714285714285,7.142857142857142,10.714285714285714,46.42857142857143,5.2,5.2,0.8999999999999999,21.428571428571427,1.1,20.4,171.9,324.0,80.0,10.0,10.0,2.1,10.344827586206897,27.075000000000003,32.165,10.499243807896436
1041.0,1041.0,861.2499999999999,55.04480972327524,44.95519027672475,15.742216096502002,11.495859499266102,18.89660469349487,32.87122257392699,3.0,3.0,2.0,20.994097136810026,2.900000000000001,54.3,210.7,100.0,70.5,20.000000000000004,13.5,2.0,8.453500848772421,28.189999999999994,31.205,10.513343568529647
1042.0,1042.0,20.0,50.0,50.0,13.227258813855741,10.173149006428979,23.065756262413295,30.36792838392285,2.0,2.0,1.3,23.165907533379134,0.0,22.3,400.5,121.0,70.0,12.499999999999998,18.5,1.5,33.33333333333333,42.660000000000004,19.909999999999993,10.589434621832531
